47493
#term	doc freq	idx
brokered	13	11998
brokering	7	11999
brokers	246	12000
broking	20	12001
brom	1	12002
bromwich	1	12003
bronchitis	1	12004
bronfman	3	12005
bronwyn	1	12006
bronze	4	12007
brook	17	12008
brooke	11	12009
brookings	5	12010
brooks	1	12011
brooksley	1	12012
brookwood	1	12013
bros	11	12014
brossard	1	12015
brosseau	3	12016
broth	2	12017
brothel	1	12018
brother	22	12019
brother's	1	12020
brotherhood	7	12021
brothers	185	12022
brothers's	1	12023
brough	1	12024
brought	236	12025
broughton	7	12026
broughton's	1	12027
brouhaha	7	12028
brow	3	12029
broward	2	12030
browing	1	12031
brown	131	12032
browne	6	12033
brownell	2	12034
brownies	1	12035
browning	104	12036
brownish	1	12037
browse	10	12038
browser	48	12039
browsers	9	12040
browsing	10	12041
brr	1	12042
bruce	43	12043
bruegger's	2	12044
bruette	1	12045
bruggink	1	12046
bruins	3	12047
bruise	2	12048
bruised	3	12049
bruising	3	12050
brumley	8	12051
brundage	2	12052
bruneau	3	12053
brunei	16	12054
bruno	3	12055
brunswick	1	12056
brunswig	1	12057
brunt	10	12058
brush	10	12059
brushed	16	12060
brushes	3	12061
brushing	3	12062
brusque	1	12063
brussels	34	12064
brutal	12	12065
brutality	14	12066
brutally	1	12067
brute	1	12068
bruyette	5	12069
bry	1	12070
bryan	7	12071
bryant	2	12072
brydon	1	12073
bsa	2	12074
bse	9	12075
bsh	1	12076
bsky	1	12077
bskyb	57	12078
bskyb's	14	12079
bt	129	12080
bt's	51	12081
btg	1	12082
btion	1	12083
btm	1	12084
btp	1	12085
btr	1	12086
btr's	1	12087
bubb	5	12088
bubba	1	12089
bubble	39	12090
bubbles	2	12091
bucaram	5	12092
bucharest	14	12093
buck	16	12094
bucked	7	12095
buckeridge	3	12096
bucket	12	12097
buckets	2	12098
buckeye	1	12099
bucking	2	12100
buckingham	3	12101
buckland	1	12102
buckled	2	12103
buckley	3	12104
buckling	2	12105
buckridge	1	12106
bucks	3	12107
bud	7	12108
bud.n	1	12109
budapest	17	12110
budargin	2	12111
budd	1	12112
budden	1	12113
buddha	3	12114
buddhas	1	12115
buddhism	6	12116
buddhist	23	12117
buddhists	2	12118
budding	6	12119
budejovice	4	12120
budejovicky	4	12121
budge	7	12122
budged	2	12123
budgens	1	12124
budgerigars	1	12125
budget	196	12126
budget's	5	12127
budgetary	5	12128
budgeted	8	12129
budgeteers	1	12130
budgeting	1	12131
budgets	43	12132
budgetting	1	12133
budinsky	2	12134
buds	2	12135
budvar	4	12136
budvar's	3	12137
budweis	4	12138
budweiser	7	12139
buell	2	12140
buelvas	1	12141
buenaventura	3	12142
bueno	2	12143
buenos	2	12144
buffalo	16	12145
buffer	2	12146
buffeted	4	12147
buffett's	1	12148
buffs	2	12149
buford	1	12150
bug	9	12151
bugatti	1	12152
bugbear	2	12153
buggery	1	12154
bugler	1	12155
bugs	2	12156
buhler	1	12157
buick	20	12158
buick's	1	12159
build	376	12160
builder	9	12161
builders	12	12162
building	429	12163
building's	2	12164
buildings	37	12165
buildouts	1	12166
builds	35	12167
built	269	12168
buisiness	1	12169
buisness	2	12170
buka	1	12171
bukac	1	12172
bulb	1	12173
bulding	1	12174
bulgaria	6	12175
bulgarian	3	12176
bulge	1	12177
bulging	3	12178
buliding	1	12179
bulk	83	12180
bulky	3	12181
bull	37	12182
bull's	2	12183
bulldozed	1	12184
bulldozers	1	12185
bullet	21	12186
bulletin	12	12187
bulletins	2	12188
bullets	5	12189
bullfighter's	1	12190
bullfighters	1	12191
bullfighting	1	12192
bullied	2	12193
bullimore's	1	12194
bullion	27	12195
bullish	89	12196
bullishly	1	12197
bullock	3	12198
bullring	1	12199
bulls	9	12200
bullshit	1	12201
bully	2	12202
bulmer	2	12203
bulmer's	1	12204
bulwark	1	12205
bum	2	12206
bumble	1	12207
bump	7	12208
bumped	7	12209
bumper	36	12210
bumping	9	12211
bumps	3	12212
bumpy	16	12213
bunce	100	12214
bunch	16	12215
bunched	2	12216
bunching	1	12217
bund	4	12218
bundaberg	1	12219
bundesbank	5	12220
bundestag	1	12221
bundle	19	12222
bundled	6	12223
bundles	2	12224
bundling	5	12225
bunge	2	12226
bungle	2	12227
bungled	4	12228
bunker	3	12229
bunkers	1	12230
bunnahabhain	1	12231
bunny	2	12232
bunting	3	12233
buntrock	4	12234
buntrock's	1	12235
buoy	8	12236
buoyancy	2	12237
buoyant	37	12238
buoyed	27	12239
buoying	3	12240
burbank	1	12241
burbridge	1	12242
burchell	1	12243
burden	47	12244
burdened	9	12245
burdening	2	12246
burdens	12	12247
burdensome	4	12248
burdett	4	12249
burdick	1	12250
bureacratisation	1	12251
bureau	264	12252
bureau's	3	12253
bureaucracy	24	12254
bureaucrat	5	12255
bureaucrat's	2	12256
bureaucratic	10	12257
bureaucratism	1	12258
bureaucrats	9	12259
bureaus	2	12260
bureaux	8	12261
burgeoned	2	12262
burgeoning	36	12263
burger	15	12264
burgers	1	12265
burgess	1	12266
burglary	1	12267
burgundy	1	12268
burials	1	12269
buried	14	12270
buries	1	12271
buring	3	12272
burkina	3	12273
burland	2	12274
burlingame	3	12275
burlington	6	12276
burma	8	12277
burma's	3	12278
burmese	5	12279
burn	9	12280
burnden	1	12281
burned	11	12282
burner	6	12283
burnered	1	12284
burnett	2	12285
burnham	31	12286
burning	20	12287
burnish	1	12288
burnished	2	12289
burns	39	12290
burnson	1	12291
burnstein	1	12292
burnt	4	12293
buro	1	12294
burrell	1	12295
burrington	2	12296
burrup	2	12297
burry	5	12298
burson	1	12299
burst	21	12300
bursting	6	12301
bursts	1	12302
burswood	1	12303
burt	5	12304
burton	12	12305
burton's	1	12306
burtons	2	12307
burwell	1	12308
bury	2	12309
bus	38	12310
busang	105	12311
busang's	6	12312
busch	7	12313
buse	2	12314
bused	1	12315
busenshut	1	12316
busenshuts	1	12317
buses	29	12318
bush	42	12319
bushel	8	12320
bushels	4	12321
bushes	2	12322
bushnell	1	12323
bushnell's	1	12324
bushtracks	2	12325
bushtruk	1	12326
busied	1	12327
busier	3	12328
busiest	21	12329
busily	5	12330
busineess	1	12331
busines	4	12332
businesess	1	12333
business	1846	12334
business's	1	12335
businesses	551	12336
businessess	2	12337
businesslike	1	12338
businessman	78	12339
businessmen	47	12340
businesss	1	12341
businessses	1	12342
businesssmen	1	12343
busload	1	12344
busloads	1	12345
bussman	2	12346
bussmann	3	12347
bust	22	12348
busted	1	12349
buster	5	12350
busters	1	12351
busting	2	12352
bustled	2	12353
bustling	21	12354
busts	1	12355
busy	74	12356
but	4240	12357
but's	1	12358
butayev	1	12359
butch	1	12360
butcher	5	12361
butchers	1	12362
butler	4	12363
butt	6	12364
butta	1	12365
butter	20	12366
butterball	1	12367
butterfly	1	12368
butterly	2	12369
butterworth	7	12370
butterworth's	1	12371
buttes	1	12372
buttom	1	12373
button	5	12374
buttoning	1	12375
buttons	6	12376
buttress	5	12377
buttressed	1	12378
buttrick	2	12379
butts	1	12380
butyl	1	12381
bux	9	12382
buxton	1	12383
buy	742	12384
buy's	2	12385
buyable	1	12386
buyback	50	12387
buybacks	16	12388
buyer	99	12389
buyer's	4	12390
buyers	211	12391
buying	453	12392
buyout	36	12393
buyouts	4	12394
buys	39	12395
buzkova	1	12396
buzz	11	12397
buzzed	2	12398
buzzing	3	12399
buzzword	1	12400
bv	2	12401
bvi	2	12402
by	4483	12403
byatt	3	12404
byatt's	1	12405
bychkov	2	12406
byers	4	12407
bylaw	1	12408
bylaws	1	12409
bypass	16	12410
bypassed	1	12411
bypasses	1	12412
bypassing	4	12413
byran	1	12414
byrd	1	12415
byrnes	2	12416
byron	8	12417
bystander	1	12418
bystanders	2	12419
bytes	6	12420
byzantine	1	12421
bzw	67	12422
bzw's	10	12423
c	316	12424
c's	1	12425
c.b	3	12426
c.e	3	12427
c.k	3	12428
c.m	1	12429
c.r	2	12430
c.s	1	12431
c.v	1	12432
c.y	1	12433
c0.05	1	12434
c0.10	1	12435
c0.30	1	12436
c10	1	12437
c13	1	12438
c15	2	12439
c17	1	12440
c180	1	12441
c2	2	12442
c20	1	12443
c23	2	12444
c25	3	12445
c28	1	12446
c3	3	12447
c32	1	12448
c35	3	12449
c37	3	12450
c3p	2	12451
c4	1	12452
c40	1	12453
c44	1	12454
c45	2	12455
c47	1	12456
c5	3	12457
c50	5	12458
c6	2	12459
c65	4	12460
c70	1	12461
c71	2	12462
c90	2	12463
ca	8	12464
ca's	5	12465
caa	1	12466
cab	6	12467
caballero	2	12468
cabaret	2	12469
cabbage	1	12470
cabbages	1	12471
cabin	1	12472
cabinet	147	12473
cabinet's	8	12474
cable	218	12475
cable's	1	12476
cablecar	2	12477
cablecomms	15	12478
cabled	2	12479
cablemedia	14	12480
cables	16	12481
cabletel	8	12482
cabletel's	1	12483
cabletron	6	12484
cablevision	8	12485
cabling	3	12486
cabraser	1	12487
cabrera	1	12488
cabrera's	1	12489
cabs	2	12490
cac	6	12491
cacao	8	12492
cache	2	12493
caches	1	12494
cachet	1	12495
caching	1	12496
cad	6	12497
cadbury	11	12498
cadbury's	4	12499
cadence	3	12500
cadets	1	12501
cadillac	9	12502
cadillac's	3	12503
cadillacs	2	12504
cadiz	1	12505
cadres	7	12506
cadtic	5	12507
cadtic's	3	12508
caesar's	1	12509
caesars	3	12510
cafasso	1	12511
cafe	12	12512
cafes	7	12513
caffrey's	2	12514
cage	2	12515
caged	1	12516
cages	1	12517
cagey	1	12518
caguan	1	12519
cahadian	1	12520
cahier	2	12521
cai	7	12522
caicco	1	12523
cail	1	12524
cain	1	12525
caine	1	12526
cairn	3	12527
cairns	7	12528
caisab	1	12529
caissagnon	1	12530
caisse	20	12531
caistab	29	12532
caistab's	4	12533
caja	2	12534
cake	16	12535
cakes	6	12536
cakewalk	1	12537
cal	2	12538
calais	1	12539
calarca	2	12540
calcitonin	1	12541
calcium	3	12542
calculate	21	12543
calculated	32	12544
calculates	7	12545
calculating	15	12546
calculation	15	12547
calculations	33	12548
calculator	1	12549
calder	3	12550
caldwell	2	12551
caledonia	2	12552
caledonian	1	12553
calelergy	2	12554
calendar	94	12555
calendars	1	12556
calender	5	12557
calenergy	40	12558
calenergy's	14	12559
calgary	61	12560
calgary's	3	12561
calgon	1	12562
calhoun	1	12563
cali	20	12564
cali's	1	12565
caliber	2	12566
calibration	1	12567
calibre	4	12568
calif	150	12569
california	122	12570
california's	8	12571
call	471	12572
call's	6	12573
callan	5	12574
callback	2	12575
calle	1	12576
callebaut	5	12577
called	848	12578
caller	20	12579
caller's	1	12580
callers	10	12581
calling	180	12582
callminder	2	12583
calls	254	12584
calm	65	12585
calman	3	12586
calmed	5	12587
calmer	1	12588
calmly	12	12589
calmness	1	12590
calms	1	12591
calories	1	12592
calpers	7	12593
calvet	2	12594
calvinistic	2	12595
cam	3	12596
cambden	1	12597
cambier	2	12598
cambier's	2	12599
cambior	3	12600
cambodia	5	12601
cambodian	2	12602
cambridge	17	12603
cambridgeshire	1	12604
camdessus	5	12605
came	540	12606
cameco	2	12607
camel	1	12608
camel's	1	12609
camelot	1	12610
camelot's	1	12611
camels	1	12612
camera	16	12613
cameramakers	2	12614
cameraman	2	12615
cameras	8	12616
camerlin	1	12617
camero	7	12618
cameron	5	12619
cameroon	6	12620
cameroun	1	12621
cames	2	12622
cami	1	12623
camilo	2	12624
caminero	1	12625
camouflage	2	12626
camp	67	12627
camp's	1	12628
campaign	256	12629
campaign's	2	12630
campaigned	4	12631
campaigner	7	12632
campaigners	8	12633
campaigning	22	12634
campaigns	25	12635
campaing	2	12636
campbell	25	12637
campbell's	2	12638
camped	6	12639
campfire	2	12640
campground	1	12641
camping	3	12642
campion	1	12643
campo	2	12644
campos	1	12645
camps	23	12646
camptosar	2	12647
campus	6	12648
campuses	2	12649
camra	1	12650
camry	5	12651
camrys	2	12652
camshaft	1	12653
camus	1	12654
can	1541	12655
can's	1	12656
can't	238	12657
canada	326	12658
canada's	215	12659
canadair	1	12660
canadian	340	12661
canadians	34	12662
canadiens	4	12663
canal	14	12664
canals	1	12665
canalsatellite	1	12666
canary	6	12667
canatalou	1	12668
canavan	1	12669
canaveral	2	12670
canberra	13	12671
canberra's	3	12672
cancel	30	12673
canceled	17	12674
canceling	2	12675
cancellation	17	12676
cancellations	12	12677
cancelled	65	12678
cancelling	5	12679
cancels	2	12680
cancer	85	12681
cancerous	5	12682
cancers	2	12683
candice	3	12684
candid	5	12685
candidacies	2	12686
candidacy	5	12687
candidate	98	12688
candidates	115	12689
candidature	2	12690
candidly	2	12691
candies	2	12692
candle	2	12693
candlelit	1	12694
candles	5	12695
candover	1	12696
candy	6	12697
candyland.com	4	12698
cane	8	12699
canelas	2	12700
canepa	1	12701
canizares	1	12702
cannabalize	1	12703
cannabilizing	1	12704
canned	8	12705
cannes	4	12706
cannibalization	1	12707
cannibalize	1	12708
cannibalizing	1	12709
canning	1	12710
cannold	1	12711
cannon	7	12712
cannot	318	12713
canny	2	12714
canoe	1	12715
canon	6	12716
canonised	1	12717
canons	1	12718
canopies	1	12719
canopy	2	12720
canrival	1	12721
cans	12	12722
cant	1	12723
cantab	1	12724
cantafio	2	12725
cantalou	3	12726
cantalou's	1	12727
cantel	1	12728
canterbury	1	12729
cantona	1	12730
cantonese	5	12731
cantor	1	12732
cantu	2	12733
canvas	3	12734
canvass	1	12735
canvassed	6	12736
canwest	3	12737
canyon	2	12738
cao	4	12739
cap	54	12740
cap'n	6	12741
capabalities	1	12742
capabilites	1	12743
capabilities	56	12744
capability	26	12745
capabilties	1	12746
capable	59	12747
capacities	11	12748
capacity	332	12749
capcity	2	12750
cape	1	12751
capel	19	12752
capel's	3	12753
capello	1	12754
capex	2	12755
capita	18	12756
capital	855	12757
capital's	13	12758
capitalisaiton	2	12759
capitalisation	86	12760
capitalise	18	12761
capitalised	16	12762
capitalising	6	12763
capitalism	16	12764
capitalist	99	12765
capitalistic	1	12766
capitalists	12	12767
capitalization	19	12768
capitalize	12	12769
capitalized	2	12770
capitalizing	1	12771
capitals	7	12772
capitialisation	2	12773
capitialised	1	12774
capitol	17	12775
capitulated	5	12776
capitulation	1	12777
capos	2	12778
capped	24	12779
capping	9	12780
capps	1	12781
cappuccino	1	12782
capq	9	12783
capq's	1	12784
capral	1	12785
caps	7	12786
capsid	1	12787
capsized	1	12788
capstone	2	12789
capsules	1	12790
capt	2	12791
captain	12	12792
captains	3	12793
captivated	1	12794
captive	5	12795
captives	2	12796
captors	1	12797
capture	37	12798
captured	24	12799
captures	2	12800
capturing	12	12801
caqueta	3	12802
car	204	12803
car's	2	12804
cara	2	12805
caracol	6	12806
caradon	3	12807
carajo	1	12808
caratti	1	12809
caravan	3	12810
caravans	1	12811
carboard	1	12812
carbon	5	12813
carbonated	1	12814
carbonates	1	12815
carbone	1	12816
carbonless	1	12817
carchoice	1	12818
carcinogen	2	12819
carcinogenic	1	12820
card	110	12821
card's	1	12822
cardboard	1	12823
cardenas	5	12824
cardholders	1	12825
cardiac	8	12826
cardiff	6	12827
cardinal	6	12828
cardinal's	1	12829
cardio	1	12830
cardiologist	2	12831
cardiology	1	12832
cardiothoracic	2	12833
cardiothoracic's	1	12834
cardiovascular	6	12835
cardozo	3	12836
cards	109	12837
care	118	12838
care's	1	12839
cared	5	12840
career	49	12841
careers	7	12842
careful	46	12843
carefull	3	12844
carefully	72	12845
careless	1	12846
carelessness	1	12847
carepa	2	12848
carers	2	12849
cares	5	12850
carey	3	12851
carey's	2	12852
cargill	14	12853
cargill's	3	12854
cargills	1	12855
cargo	145	12856
cargo's	3	12857
cargocentre	1	12858
cargoes	25	12859
cargolux	4	12860
cargonet	1	12861
cargonet's	1	12862
cargos	1	12863
caribbean	20	12864
caribbean's	1	12865
caribou	1	12866
carignon	2	12867
caring	2	12868
carl	19	12869
carl's	1	12870
carley	1	12871
carlin	1	12872
carlo	11	12873
carlos	29	12874
carlsberg	10	12875
carlsen	4	12876
carlton	23	12877
carlton's	3	12878
carmaker	12	12879
carmaker's	2	12880
carmakers	8	12881
carmarkers	2	12882
carmax	9	12883
carmax's	1	12884
carmel	10	12885
carmelite	1	12886
carmen	2	12887
carnaby	1	12888
carnage	1	12889
carnaudmetalbox	1	12890
carnegie	1	12891
carnival	7	12892
carol	1	12893
carole	7	12894
carolina	23	12895
carolina's	3	12896
caroline	3	12897
carols	1	12898
carolyn	1	12899
caron	1	12900
carp	3	12901
carpenter	2	12902
carpenters	5	12903
carpentry	1	12904
carpet	8	12905
carpeting	3	12906
carphone	1	12907
carping	1	12908
carr	12	12909
carraro	1	12910
carreno	1	12911
carrero	1	12912
carriage	7	12913
carriages	2	12914
carribean	1	12915
carried	159	12916
carrier	156	12917
carrier's	27	12918
carriers	148	12919
carries	41	12920
carrington	1	12921
carrion	2	12922
carroll	6	12923
carrot	9	12924
carrots	1	12925
carry	173	12926
carrying	89	12927
carryover	6	12928
carryovers	1	12929
cars	165	12930
carso	1	12931
carson	5	12932
carsons	2	12933
cart	5	12934
cartage	1	12935
cartagena	3	12936
cartaway	1	12937
cartaway's	1	12938
carte	1	12939
carted	2	12940
cartel	26	12941
cartel's	1	12942
cartels	11	12943
carter	9	12944
cartier	3	12945
cartoon	14	12946
cartoons	5	12947
cartridge	3	12948
cartridges	3	12949
cartwright	4	12950
cartwright's	1	12951
carve	16	12952
carved	7	12953
carving	3	12954
carvings	1	12955
cas	2	12956
casa	27	12957
casablanca	3	12958
casade's	1	12959
casanare	2	12960
cascade	13	12961
cascade's	2	12962
cascades	1	12963
case	412	12964
case's	5	12965
caseload	3	12966
cases	160	12967
casesa	3	12968
casey	5	12969
cash	717	12970
cash.if	1	12971
cashback	1	12972
cashcow	2	12973
cashed	6	12974
cashflow	24	12975
cashflows	4	12976
cashier	1	12977
cashing	3	12978
cashmere	3	12979
casing	3	12980
casino	33	12981
casino's	4	12982
casinos	22	12983
casio	2	12984
casj	1	12985
cask	1	12986
casket	1	12987
casodex	4	12988
caspian	13	12989
casserly	1	12990
cassette	3	12991
cassettes	4	12992
cast	67	12993
castaing	4	12994
castaing's	1	12995
castanet	1	12996
castano	2	12997
castano's	2	12998
casted	2	12999
castell	2	13000
castella	2	13001
castigated	3	13002
castigating	2	13003
castillo	1	13004
casting	8	13005
castle	19	13006
castle's	1	13007
castor	1	13008
castrated	1	13009
castration	1	13010
castro	4	13011
casts	2	13012
casual	9	13013
casualties	27	13014
casualty	15	13015
cat	7	13016
cat's	2	13017
cata	1	13018
catalog	11	13019
catalogue	10	13020
catalyst	14	13021
catalysts	6	13022
catalytic	5	13023
catapault	1	13024
catapult	1	13025
catapulted	4	13026
catapults	2	13027
catastrophe	10	13028
catastrophes	5	13029
catastrophic	3	13030
catatonic	1	13031
catcalls	2	13032
catch	61	13033
catches	4	13034
catching	18	13035
catchup	1	13036
categorically	4	13037
categories	35	13038
category	78	13039
cateprillar	2	13040
cater	6	13041
cater's	1	13042
catera	1	13043
caterers	1	13044
catering	13	13045
caterpillar	10	13046
caterpillar's	4	13047
catharsis	1	13048
cathay	38	13049
cathay's	15	13050
cathedral	7	13051
catherine	15	13052
catherwood	10	13053
catheters	3	13054
cathode	7	13055
catholic	16	13056
catholics	6	13057
catia	2	13058
catlin	2	13059
cato	1	13060
cator	2	13061
cats	3	13062
catteau	1	13063
cattle	11	13064
cattle's	1	13065
cattlemen's	1	13066
catwalk	1	13067
cauca	1	13068
caucasian	3	13069
caucasus	4	13070
caucus	15	13071
caufield	4	13072
caught	54	13073
causation	1	13074
cause	156	13075
caused	199	13076
causes	23	13077
causing	50	13078
caution	36	13079
cautionary	12	13080
cautioned	64	13081
cautioning	1	13082
cautious	102	13083
cautiously	24	13084
cautiousness	1	13085
cavalcade	2	13086
cavalier	8	13087
cave	6	13088
caveat	2	13089
caverject	1	13090
cavernous	11	13091
caves	1	13092
caw	14	13093
caw's	2	13094
cayeli	1	13095
cayman	5	13096
cazenove	2	13097
cazenoves	1	13098
cb	1	13099
cba	13	13100
cba's	8	13101
cbc	4	13102
cbi	5	13103
cbi's	1	13104
cbot	15	13105
cbs	6	13106
cbs's	1	13107
cc	1	13108
cc:mail	1	13109
cca	3	13110
cca's	2	13111
ccaa	1	13112
ccl	1	13113
ccm	2	13114
ccp	1	13115
ccpc	1	13116
ccsb	1	13117
ccss.to	1	13118
cct	1	13119
cctv	1	13120
cctv's	1	13121
cd	38	13122
cd4	1	13123
cda	1	13124
cdc	2	13125
cdc's	1	13126
cdg	1	13127
cdma	3	13128
cdr	9	13129
cds	7	13130
ce	55	13131
ce's	11	13132
cea	6	13133
cease	10	13134
ceased	7	13135
ceasefire	4	13136
ceaselessly	1	13137
cebit	1	13138
cech	2	13139
ceclor	1	13140
ceda	2	13141
cede	3	13142
ceded	3	13143
cedes	2	13144
cedric	1	13145
cees	1	13146
cegetel	11	13147
cegetel's	4	13148
ceiling	16	13149
ceilings	6	13150
ceisler	2	13151
celcius	1	13152
celebrate	19	13153
celebrated	10	13154
celebrates	5	13155
celebrating	9	13156
celebration	14	13157
celebrations	12	13158
celebratory	1	13159
celebrities	1	13160
celebrity	9	13161
cell	21	13162
cellex	1	13163
cellex's	1	13164
cellnet	9	13165
cellnet's	3	13166
cellphone	1	13167
cells	15	13168
celltech	5	13169
celltech's	1	13170
celluar	2	13171
cellular	76	13172
cellular's	1	13173
cellulose	1	13174
celsis	1	13175
celsius	7	13176
celtic	1	13177
cement	16	13178
cemented	6	13179
cementing	3	13180
cemetery	6	13181
cemoi	6	13182
cemoi's	1	13183
cenapad	1	13184
censor	2	13185
censoring	1	13186
censors	3	13187
censorship	8	13188
censure	5	13189
census	1	13190
cent	91	13191
cental	1	13192
centennial	1	13193
centeon	4	13194
center	63	13195
center's	1	13196
centered	5	13197
centering	1	13198
centermark	2	13199
centerpiece	3	13200
centers	18	13201
centigrade	3	13202
centimes	3	13203
centimeter	1	13204
centimetres	2	13205
centocor	2	13206
central	560	13207
centralisation	1	13208
centralised	7	13209
centralising	1	13210
centrality	1	13211
centralization	1	13212
centralized	7	13213
centrally	4	13214
centre	345	13215
centre's	2	13216
centred	45	13217
centreinvest	9	13218
centrepiece	8	13219
centres	52	13220
centric	3	13221
centrica	1	13222
centrifugal	1	13223
centrifuges	1	13224
centring	1	13225
centrist	4	13226
cents	536	13227
centuries	23	13228
century	252	13229
century's	9	13230
ceo	63	13231
ceos	2	13232
cepa	2	13233
cepa's	1	13234
cepici	2	13235
ceramics	1	13236
cereal	30	13237
cereal's	1	13238
cereals	33	13239
cerec	1	13240
ceremonial	7	13241
ceremonies	11	13242
ceremony	61	13243
cerf	4	13244
cering	1	13245
cermony	1	13246
cerna	2	13247
ceroils	3	13248
cerplex	2	13249
cerro	2	13250
certain	249	13251
certainity	1	13252
certainly	248	13253
certainty	9	13254
certificate	8	13255
certificates	4	13256
certification	14	13257
certified	12	13258
certifies	1	13259
certify	8	13260
cerus	2	13261
cerveza	1	13262
cervulo	1	13263
cesar	7	13264
cesi	9	13265
ceska	34	13266
ceske	10	13267
ceskoslovenska	20	13268
ceskoslovensko	1	13269
ceskovslovenska	3	13270
cessation	1	13271
cession	1	13272
cevallos	1	13273
ceyhan	2	13274
cez	15	13275
cez's	4	13276
cezch	1	13277
cfa	27	13278
cfc	1	13279
cfd	3	13280
cfdt	1	13281
cfl	3	13282
cfl's	3	13283
cfm56	2	13284
cfo	5	13285
cfo's	1	13286
cftc	4	13287
cftc's	2	13288
cgap	2	13289
cge	5	13290
cge's	1	13291
cgip	3	13292
cgip's	3	13293
cgt	5	13294
cgtd	1	13295
chad	21	13296
chad's	9	13297
chaddesley	1	13298
chadian	3	13299
chadians	5	13300
chadwick	2	13301
chafe	1	13302
chafee	2	13303
chagrined	1	13304
chahine	3	13305
chai	2	13306
chain	161	13307
chain's	7	13308
chaining	1	13309
chains	48	13310
chainsaw	3	13311
chair	16	13312
chaira	2	13313
chaired	13	13314
chairing	1	13315
chairman	1310	13316
chairman's	10	13317
chairmanship	14	13318
chairmanships	1	13319
chairmen	15	13320
chairpersons	1	13321
chairs	13	13322
chairwoman	9	13323
chak	2	13324
chalk	1	13325
chalked	3	13326
chalking	2	13327
challenge	171	13328
challenged	56	13329
challenger	3	13330
challengers	2	13331
challenges	64	13332
challenging	42	13333
chalsty	1	13334
chamber	84	13335
chamber's	2	13336
chambermaids	1	13337
chambers	9	13338
chamdo	1	13339
champ	1	13340
champagne	7	13341
champaign	2	13342
champel	2	13343
champi	1	13344
champignon	1	13345
champion	17	13346
championed	3	13347
championing	2	13348
champions	14	13349
championship	17	13350
championships	10	13351
champtenois	1	13352
chan	61	13353
chan's	7	13354
chance	174	13355
chancellor	27	13356
chancellor's	2	13357
chancery	1	13358
chances	76	13359
chandon	1	13360
chang	27	13361
changan	1	13362
changchun	5	13363
changchup	1	13364
change	585	13365
changeable	2	13366
changed	195	13367
changeover	9	13368
changeovers	12	13369
changes	417	13370
changhai	1	13371
changhong	4	13372
changi	3	13373
changin	1	13374
changing	136	13375
changping	1	13376
changsha	1	13377
channel	138	13378
channel's	3	13379
channeled	3	13380
channeling	1	13381
channelled	8	13382
channels	85	13383
channelsurf	1	13384
chant	2	13385
chanted	9	13386
chantilly	2	13387
chanting	5	13388
chantry	2	13389
chants	4	13390
chao	3	13391
chaon	1	13392
chaos	33	13393
chaotic	20	13394
chaoyang	4	13395
chapel	3	13396
chaplin	2	13397
chapman	3	13398
chaprter	1	13399
chapter	30	13400
chapters	4	13401
character	29	13402
characterisation	1	13403
characterise	5	13404
characterised	24	13405
characterises	1	13406
characterising	2	13407
characteristic	2	13408
characteristics	15	13409
characterize	3	13410
characterizing	2	13411
characters	20	13412
charade	9	13413
charbel	1	13414
charcoal	1	13415
charecteristics	1	13416
charest	8	13417
charest's	1	13418
charette	3	13419
charge	390	13420
chargeable	1	13421
charged	136	13422
chargeoffs	2	13423
charger	3	13424
charges	352	13425
chargesheet	1	13426
chargeurs	1	13427
charging	28	13428
chari	1	13429
chariman	1	13430
charismatic	3	13431
charitable	5	13432
charities	8	13433
charity	9	13434
charlene	12	13435
charles	99	13436
charleston	1	13437
charlie	4	13438
charlottesville	2	13439
charlton	2	13440
charm	6	13441
charmed	1	13442
charmer	1	13443
charming	3	13444
charnier	1	13445
charred	2	13446
charriere	1	13447
chart	14	13448
charted	3	13449
charter	35	13450
charter's	1	13451
chartered	21	13452
chartered's	5	13453
charterer	1	13454
charterers	1	13455
charterhouse	7	13456
chartering	2	13457
charters	4	13458
charting	3	13459
charts	15	13460
chartwell	1	13461
charytan	2	13462
chase	24	13463
chase's	1	13464
chased	2	13465
chasing	8	13466
chasm	1	13467
chassis	10	13468
chastised	2	13469
chat	22	13470
chata	1	13471
chateau	3	13472
chatham	2	13473
chatham's	1	13474
chatset	1	13475
chatter	3	13476
chattering	1	13477
chatterji	1	13478
chatterton	2	13479
chatting	4	13480
chatwin	1	13481
chau	1	13482
chauffeur	2	13483
chaumont	1	13484
chavalit	1	13485
che	1	13486
cheap	90	13487
cheapening	2	13488
cheaper	122	13489
cheapest	18	13490
cheaply	17	13491
cheapness	1	13492
cheated	1	13493
cheater	2	13494
cheating	1	13495
chebra	2	13496
chechen	4	13497
chechens	1	13498
chechnya	7	13499
chechnya's	2	13500
check	61	13501
checkbook	2	13502
checkbooks	2	13503
checked	17	13504
checker	2	13505
checkfree	5	13506
checking	11	13507
checklist	3	13508
checklists	3	13509
checkout	2	13510
checkouts	2	13511
checkpoint	1	13512
checkpoints	10	13513
checks	40	13514
checkup	2	13515
chee	142	13516
cheek	2	13517
cheekbones	1	13518
cheeked	1	13519
cheeky	3	13520
cheer	9	13521
cheered	22	13522
cheerful	8	13523
cheering	3	13524
cheerios	3	13525
cheerleader	1	13526
cheerleaders	1	13527
cheers	3	13528
cheery	2	13529
cheese	2	13530
